TransactionID,AccountNumber,Date,Time,ZipCustomer,VendorType,Device,Amount,Method,Fraud
3BC5DD84-39D7-1A9D-2BBC-149976FDAED9,PT25185838276284621422966,5/10/2021,22:06:38,36163,Fuel,POS,53,Credit,0
864F58A4-39D5-2CE7-DE68-ECC23B092291,MR8539351486123182324207312,5/10/2021,5:35:59,48443,Fuel,POS,32,Credit,0
811ABAD1-9AE2-5517-D0CC-495ABADDF286,BE91762031913392,5/10/2021,6:12:52,46441,Fuel,POS,22,Debit,0
345D67CA-BCD9-57C7-1A46-7B38A8CB0E68,PK0233794126922342312435,5/10/2021,20:18:48,86216,Fuel,POS,52,Credit,0
1C5A3CFC-08E7-8D7C-ED83-D79E86039A6D,FI8544065936267268,5/10/2021,14:56:04,25282,Fuel,POS,44,Credit,0
6254AD98-DDBA-CB97-144C-C9553C1BB7B5,MK57069245853678016,5/10/2021,2:04:25,72040,Fuel,POS,21,Credit,0
E3E63742-6ABA-7CDD-7A49-5D5A7D6AC233,NL65HYYN6682698448,5/10/2021,20:47:01,13272,Fuel,POS,27,Credit,0
956C391F-89E7-736C-3AE2-8999B51B3557,CZ2527930271292976404402,5/10/2021,5:07:52,21483,Fuel,POS,18,Debit,0
D0C5D2A6-5182-E439-B8AB-F72772390587,AT384907756711502752,5/10/2021,1:43:38,72468,Fuel,POS,48,Debit,0
A0849955-8BA4-301A-4DE7-73C4E46BEEB7,IT540JORBI57174225072064988,5/10/2021,15:23:51,75322,Fuel,POS,51,Debit,0
62C23D6B-3A8A-CF29-CD3B-251164A0FB46,LU945614063726129009,5/10/2021,23:30:05,46007,Fuel,POS,58,Credit,0
4E4E7396-E764-78E8-D851-EA31A3F2E07E,GR3138945856842988561681138,5/10/2021,4:17:50,47315,Fuel,POS,34,Debit,0
15C5257E-6DE9-3798-9074-44CEF5A0B61E,BA387655456749005044,5/10/2021,5:35:07,35035,Fuel,POS,9,Credit,0
CBCEFE31-2222-3B52-AEED-CB50013A8EF5,KZ498168798666811483,5/10/2021,13:27:42,24075,Fuel,POS,9,Debit,0
1F469859-7CA0-D4A7-D8DA-29A7592559BA,IT170UNHCI44732541539158508,5/10/2021,3:56:00,15615,Fuel,POS,22,Credit,0
BB9511A3-4D34-912B-6274-072022E6FE8C,TN2088166126266528697365,5/10/2021,23:02:05,99861,Fuel,POS,57,Credit,0
27A43BED-E2A5-8D34-1786-67873327D952,AZ42146643432037241952315980,5/10/2021,8:46:19,54338,Fuel,POS,35,Debit,0
B964CD71-D2AA-1926-BEA4-9A9922E736C7,GL1172900294037861,5/10/2021,21:30:58,53117,Fuel,POS,40,Credit,0
52308C1B-E18F-0559-6AF4-A9241F311C6A,MC8088863356460646666329484,5/10/2021,10:02:57,41154,Fuel,POS,59,Credit,0
BA687C5C-CD68-BB16-DBE7-6B7661FCC468,ME19627195714294644238,5/10/2021,14:18:14,82244,Fuel,POS,29,Credit,0
1745C889-CF19-A236-1417-98651D2D5B0C,VG4611747712748346452876,5/10/2021,5:17:28,63692,Fuel,POS,39,Credit,0
7F0A4FD3-7E8E-25ED-9019-3E2B92CA5E1D,ME06305627584844671067,5/10/2021,3:20:36,64259,Fuel,POS,14,Debit,0
1E4BA491-527A-7247-7FDC-68DE539D4369,CR4011358864586133384,5/10/2021,16:28:18,78177,Fuel,POS,26,Credit,0
7771B3B4-5799-397D-5CAE-F41A3C5CA4CE,AL73508822534228764443468276,5/10/2021,7:03:16,73883,Fuel,POS,58,Credit,0
B5C1CA6E-1782-7B3E-9356-221A1134760B,DO89182464862186784418367654,5/10/2021,18:49:08,35846,Fuel,POS,47,Credit,0
94AF5B62-1894-A4E4-B9FC-4ECE7648F910,RS28013587729559140512,5/10/2021,22:50:15,36221,Fuel,POS,45,Credit,0
6E6705D5-75E8-9853-BD29-C25A3DB65A3E,IL973217642701299754674,5/10/2021,11:04:20,86162,Fuel,POS,15,Debit,0
84B440C0-94D9-3B77-1761-597ABC5394C5,RO30YXSP1517493365665181,5/10/2021,22:07:54,87414,Fuel,POS,9,Credit,0
3A5DE08D-1C53-F9E0-BE47-EEC01EB4D1C4,ES2232310008842065408429,5/10/2021,18:39:11,96219,Fuel,POS,26,Credit,0
12D9B8D7-5B81-C1D9-6171-76ABC8F6033A,KZ520535331331620385,5/10/2021,2:07:03,55476,Fuel,POS,11,Credit,0
905D8DD1-C3AB-3EAA-37A9-D319D613D4CE,LV26BRMK7884899350221,5/10/2021,10:40:01,29826,Fuel,POS,60,Debit,0
DD216171-C9E8-11DC-4145-F6B0C34FB664,MR4666083888667316526784931,5/10/2021,21:16:57,48108,Fuel,POS,34,Debit,0
6AEF19EC-797D-7518-38B5-674ACA8F66F6,FO1537577928701054,5/10/2021,10:15:04,56911,Fuel,POS,50,Credit,0
272E6BA2-F990-B4B4-46A4-6649344D9AB0,HU26031945343833117214158384,5/10/2021,1:49:36,25367,Fuel,POS,60,Debit,0
994C9ADC-1779-5020-E597-A2C73C9FD33E,AZ86298771115396113623388917,5/10/2021,13:35:02,35374,Fuel,POS,25,Debit,0
CC29FCED-E863-4D89-5594-CA19B356E04B,KZ385453256156889904,5/10/2021,10:25:55,32142,Fuel,POS,64,Debit,0
73724C52-E103-3A97-6544-709E1426EB54,ME29132183464548361279,5/10/2021,21:03:01,13672,Fuel,POS,22,Credit,0
487EC6DE-A6F1-89B4-BC97-405463043A78,KZ461519123775267617,5/10/2021,12:10:09,73470,Fuel,POS,21,Credit,0
799F5A7D-5089-0B31-DE8C-8D93BCB1C4D4,MU2175137571368840723426233887,5/10/2021,13:14:30,99644,Fuel,POS,60,Credit,1
7E589415-B41D-35B6-9D91-48C45C2713A5,HR2889534797556184678,5/10/2021,18:31:00,35872,Fuel,POS,4,Credit,0
D589EB8F-B346-CC2B-C351-CBE1EDA3DEA5,HU87648373646416353565107756,5/10/2021,13:43:33,69558,Fuel,POS,65,Debit,1
B127BDDB-78CA-61ED-739D-A245DA92431E,GR4647815383274128412467825,5/10/2021,8:21:31,86650,Fuel,POS,19,Debit,0
88EB5C75-D84A-E863-CAB6-76FEBE394F76,HU74050057253447928336690658,5/10/2021,15:15:50,65921,Fuel,POS,8,Debit,0
C494D6F6-D141-223E-CD6E-ABE9C2D65B61,LI5421763495628427452,5/10/2021,4:52:33,21000,Fuel,POS,43,Debit,0
E8CD5877-E389-A29E-10ED-1545021AEB0E,RO97WWXC3611524223785251,5/10/2021,19:31:10,71484,Fuel,POS,58,Debit,0
117481F7-4DC3-3B1D-C012-93A859998237,LI2131777832455429227,5/10/2021,17:58:03,28623,Fuel,POS,15,Debit,0
33CEE3B6-877C-659A-CBCB-D25DD2735EE1,IE76JFOO73636565611186,5/10/2021,21:30:26,41927,Fuel,POS,46,Credit,0
1EE83812-C5D7-4EFD-C2C3-7A26393E3339,GL6371552940824146,5/10/2021,18:09:24,70038,Fuel,POS,5,Credit,0
B84C03CE-13D7-CF3C-AD1A-C5E73A381044,MD0381645244151590881747,5/10/2021,11:40:52,47558,Fuel,POS,27,Credit,0
8B68BB88-DDD8-4E2B-9D9E-49B73E924F98,FI5425354556089857,5/10/2021,9:08:47,33437,Fuel,POS,39,Debit,0
7BB11145-8D56-EB0A-55D8-727A1555CDE1,LU287724161586636827,5/10/2021,3:23:01,31715,Fuel,POS,51,Credit,0
02A254B2-6B17-D53D-D03D-11BC5C75657E,LV21GSFJ4456588789650,5/10/2021,9:19:49,27531,Fuel,POS,53,Debit,0
8AD8A7D1-A298-AB51-6BD3-F88A51B29615,AT504432271627834201,5/10/2021,21:15:40,56187,Fuel,POS,53,Debit,0
02A98514-63A4-2CDB-F6B4-FD2FC5D961CB,AD8121765715011183878015,5/10/2021,11:18:00,28311,Fuel,POS,12,Debit,0
F681A9EA-2A6F-ABE6-F817-F3F2839A784B,AL82133428083830247730276434,5/10/2021,0:04:06,54462,Fuel,POS,13,Debit,0
D1252E71-0E8C-D878-F605-7E79834B43F3,FI1865399831520803,5/10/2021,11:25:29,91877,Fuel,POS,10,Debit,0
71813397-E2B4-AE03-1EBA-CE121C797798,SI90381138921718923,5/10/2021,17:17:05,40409,Fuel,POS,49,Credit,0
8185D36D-2156-3610-8763-DDA6A056D8AE,SI08546822415653473,5/10/2021,3:50:19,49689,Fuel,POS,38,Debit,0
49A19FE4-A368-6EBE-6E19-9659C3C8D11C,ME20585667716188703583,5/10/2021,12:13:00,12654,Fuel,POS,14,Debit,0
D2241BB2-E9A6-259A-2A43-1B512B68C278,KZ436111160844862845,5/10/2021,7:01:56,64767,Fuel,POS,62,Debit,0
D0E7A4E7-07D5-3FB3-BAE6-97EF5DA2F415,BE76278274021166,5/10/2021,13:41:32,99766,Fuel,POS,56,Credit,0
938B4694-8146-5D7C-4F58-5C9F88E9F1BE,SM9602850455136386286762257,5/10/2021,23:21:38,55643,Fuel,POS,30,Debit,0
6E51E5C8-213E-BE14-C828-51429165F3EA,SA4954451312722665301087,5/10/2021,23:58:49,37159,Fuel,POS,30,Debit,0
CECAE417-BDEA-51E4-CC72-E5980246C34C,BG44VQGI46488826913819,5/10/2021,19:50:01,57510,Fuel,POS,21,Debit,0
DDB20C27-73E8-4DA2-0733-E558768EAD16,FR0326390656444008173516611,5/10/2021,22:16:36,54386,Fuel,POS,19,Debit,0
E8341D09-81AB-8D9E-E0D2-684D8E8191DD,FI3199607031783560,5/10/2021,16:38:58,18687,Fuel,POS,52,Debit,0
E44A5A48-44EB-B3DA-DAB9-FCE2B8DE67C3,AT555586658442335240,5/10/2021,12:30:35,24875,Fuel,POS,24,Debit,0
C35B7965-1427-28AD-CFD9-815B6CBC2295,DO41246364127597222588390624,5/10/2021,18:29:40,92857,Fuel,POS,38,Debit,0
58F4A3AA-936D-19AD-AD09-62107DA72C6C,CR9255740673930198978,5/10/2021,18:47:24,98871,Fuel,POS,7,Credit,0
3E17B211-BCFC-EE0F-3AA5-41ADD44D7631,GR7891402766113407469771776,5/10/2021,2:39:02,40748,Fuel,POS,50,Debit,0
9D319CFC-8C6D-159C-8D3A-2A9D582C1EFA,SA1307457724534251281375,5/10/2021,8:41:00,62662,Fuel,POS,12,Debit,0
EE92EA9F-882B-AF9B-7151-7CB8E1A6AEB9,BH50572185476653326186,5/10/2021,2:52:51,42108,Fuel,POS,49,Debit,0
8DE9C4CD-EEDD-5014-B82E-261E372567E3,HR5432386576181523087,5/10/2021,6:36:30,59837,Fuel,POS,53,Credit,0
50D7C878-87DE-1AA7-3C19-7E2319917D47,DE02646000176348107288,5/10/2021,5:21:26,34127,Fuel,POS,11,Credit,0
7A90E7E9-65A7-3938-8812-048949977565,VG7678898885483148122274,5/10/2021,20:22:52,44408,Fuel,POS,59,Debit,0
4ADE654C-CC43-1871-BD13-74FC88266D4F,HR0563417760555796349,5/10/2021,14:10:44,76871,Fuel,POS,17,Debit,0
B04E1D38-A6E4-691C-A165-237941D8E3F2,RO49XXCN5886544513886880,5/10/2021,6:14:24,77876,Fuel,POS,55,Debit,0
132DD5E6-5446-822B-752F-A4A77B94EE69,FO3871912237855975,5/10/2021,13:08:25,75678,Fuel,POS,36,Debit,0
ACD3749C-24B4-F3A8-47CE-B204E15A77F5,RO07NOBE4595457988240526,5/10/2021,14:31:42,54753,Fuel,POS,61,Credit,0
E8FB51D8-3224-9813-0E26-3B565058114D,FO6815125223025951,5/10/2021,18:42:19,71464,Fuel,POS,20,Credit,0
A784A9D6-6057-5B81-996D-C78534D73125,BH66362531917889345958,5/10/2021,14:06:18,73263,Fuel,POS,32,Credit,0
D0401D3F-1D54-4E7E-B236-C606C14E9AD6,IL853551507112307292575,5/10/2021,15:43:31,95375,Fuel,POS,35,Credit,0
42438A61-9DA8-4062-4A49-A9EE4858DB1D,EE499626474179216901,5/10/2021,14:07:02,57715,Fuel,POS,25,Credit,0
299B1DCC-970A-09EE-8A93-1E4380459BEB,NO5413662228781,5/10/2021,1:34:06,28252,Fuel,POS,56,Credit,0
D8CBD72E-B33A-2C62-D5A4-179EA3A463BD,VG3553382413265814327551,5/10/2021,2:22:00,72616,Fuel,POS,9,Debit,0
C9C4E07C-764A-B7EC-BC9A-5DC1D3F74DB7,RS52352474336537080605,5/10/2021,2:10:32,35274,Fuel,POS,54,Credit,0
B3EC5621-DF41-3238-77A6-D64D7DC219D2,SI85548041757287418,5/10/2021,21:33:50,19886,Fuel,POS,40,Credit,0
C956F586-E29B-1899-832D-11666DDAEBD4,GI44DLBY754340950937351,5/10/2021,10:58:03,76424,Fuel,POS,56,Debit,0
2B5694B3-11E4-564A-5931-E1CDD6B5E16C,BH76226521309243875124,5/10/2021,6:36:48,82542,Fuel,POS,51,Credit,0
787CD1FD-F1A2-3AB1-3114-35787E76AA15,GE65812305412435713357,5/10/2021,21:12:59,56160,Fuel,POS,46,Credit,0
DC34E9EC-2FA7-B1EB-98CD-1E5B4357AEFF,RS06683773959554922153,5/10/2021,16:10:44,99726,Fuel,POS,43,Credit,0
1435641E-582E-A2C7-7430-97C7DE66E33E,LT882401275334360806,5/10/2021,17:58:20,26615,Fuel,POS,33,Credit,0
27134BBB-386A-2852-CC77-CEEAC2186169,SK6878624135821494499623,5/10/2021,1:15:15,99818,Fuel,POS,14,Debit,0
D9E52AE2-EEC1-E6AC-2BBE-6E4253CC30B2,BH43588037078266534386,5/10/2021,1:41:08,55172,Fuel,POS,21,Credit,0
BEC0D73E-3CEF-4A04-D3EB-96835B9169BD,CY10142740750863184428142427,5/10/2021,10:26:03,18254,Fuel,POS,35,Debit,0
28A7A266-0B05-F554-9581-2B955621E96E,AE614663132173151303941,5/10/2021,4:42:25,63738,Fuel,POS,16,Debit,0
157DDABA-2FD8-B809-5AD4-43E45C627246,PT07945622915805085307868,5/10/2021,6:38:11,99948,Fuel,POS,58,Debit,1
553DB237-9A24-8CEC-381D-BB6ABB26AC11,BH31059648124424961437,5/10/2021,20:29:01,94976,Fuel,POS,15,Debit,0
AE7BAD29-5DE2-EDA7-17C5-6DE44D292E78,MD3354843431638246855752,5/10/2021,14:46:40,31611,Fuel,POS,22,Credit,0
DAC0CA8C-85AB-A540-3B1E-A5C59475A575,MR8162263878231716293520362,5/10/2021,4:45:09,81553,Fuel,POS,42,Credit,0
3262227D-C98A-1CCF-BD8A-F8533176CA9E,MU4766625434377261555325480513,5/10/2021,3:44:12,73567,Fuel,POS,39,Credit,0
91B4678A-C94A-E715-3645-7802DBEA787D,LI4963682774640198732,5/10/2021,16:35:56,85744,Fuel,POS,22,Debit,0
CC909777-0A6E-E91E-6238-276DFC19E304,DE32548139326584367634,5/10/2021,1:07:21,87267,Fuel,POS,58,Credit,0
A0D62BE6-41B3-2702-5816-466554EDB4AA,VG6132422654675029714819,5/10/2021,20:19:07,52287,Fuel,POS,7,Credit,0
884292A4-F482-60A4-B038-B624ED9CD779,TR396314317168240537900933,5/10/2021,7:02:45,44648,Fuel,POS,47,Debit,0
2CCEC485-2749-2AD2-9443-A22C1972BD29,FO3245569223534482,5/10/2021,13:17:42,97153,Fuel,POS,13,Credit,0
97B6A278-82FB-D79A-8812-B2D3A8E44717,AE923497264524865172444,5/10/2021,10:24:03,27437,Fuel,POS,29,Debit,0
A80B46BD-7A18-A57B-27F0-4568194B0EC8,KZ401363073244133840,5/10/2021,20:11:36,28652,Fuel,POS,29,Credit,0
AF441A66-142A-BF57-E54D-12041A086291,ME54234479641607633267,5/10/2021,1:14:09,94507,Fuel,POS,37,Credit,0
EE4176FF-FDB6-A92F-6E87-68EB8517F976,BA548238288471553170,5/10/2021,1:51:12,54832,Fuel,POS,38,Credit,0
ED3B4663-287D-2446-3311-9ED81663B963,CH1704549535649172418,5/10/2021,2:13:41,98571,Fuel,POS,35,Debit,0
436A8E01-B43D-2C9D-1A41-ED76243C3CEB,EE778362654547813240,5/10/2021,18:53:08,84176,Fuel,POS,24,Debit,0
38C168AF-3E88-9858-9824-9AB149E496B5,FO0241686058958522,5/10/2021,7:00:33,55225,Fuel,POS,59,Debit,0
8269AC77-F194-7E84-0F14-5DA94D14C553,IT841UOEVI10722489524858302,5/10/2021,5:14:37,66615,Fuel,POS,35,Debit,0
ED2DE97E-12C4-DB5A-629D-AD1C18C2D9E4,FR7621594635296128464667434,5/10/2021,11:48:10,99887,Fuel,POS,49,Debit,0
9E796ADD-58E9-3AEC-9E1A-2446481D1A98,LB51635341666473297328313174,5/10/2021,14:32:30,23596,Fuel,POS,44,Credit,0
FB6CF9D5-B1B2-4AEC-611A-D9E290439C14,IS528184926803155475362373,5/10/2021,21:15:07,35155,Fuel,POS,30,Debit,0
FF1BB4A0-603F-C4E9-2668-B487D329FECD,SE7653542404416603125571,5/10/2021,0:08:59,31527,Fuel,POS,17,Credit,0
78DA3CB3-AA95-A83E-8D1E-9A8E9C74E7C2,LV13IRDC4838827954852,5/10/2021,5:25:51,33098,Fuel,POS,51,Credit,0
99854A48-6562-7525-34A2-13ECBD0CEB21,HU09872418556589173354205417,5/10/2021,10:45:43,66860,Fuel,POS,47,Debit,0
8B3C460C-4B54-5691-726A-CD71CDC33684,LU141158677750134233,5/10/2021,12:01:10,35983,Fuel,POS,21,Debit,0
E274BF0E-70E4-6398-8C1B-9E2D2DD653C9,MK24672734167053515,5/10/2021,1:21:41,75975,Fuel,POS,19,Debit,0
8C6F9D3B-B076-7297-0438-E7F298B24965,MC6341261824728453566186258,5/10/2021,13:15:33,31386,Fuel,POS,7,Debit,0
2D06657A-D8CB-54C5-770C-2B58BE84138C,CH1471445218878417581,5/10/2021,3:22:02,27490,Fuel,POS,53,Debit,0
D5D8C4D3-1077-3AB3-91AE-E9FF8DD02D41,FR5433167479352446634548151,5/10/2021,5:52:30,96375,Fuel,POS,33,Credit,0
08341A3A-F3E1-07D9-AE14-B61796E3AF7B,LB12603859189573512147492677,5/10/2021,22:51:05,24082,Fuel,POS,38,Debit,0
D52D1F51-5DD1-9FFE-3A6D-EA448DBC3FD2,SE2415459616903664292514,5/10/2021,19:13:12,35506,Fuel,POS,7,Debit,0
EBE927B1-578F-2403-1C7C-C640C2531EAE,FR2738087366359472865023787,5/10/2021,23:29:18,94578,Fuel,POS,24,Credit,0
3E248AB0-B294-A29C-3269-A4B63293C8CD,SM8018373979254606556515686,5/10/2021,0:45:24,94362,Fuel,POS,60,Credit,1
3262EFD7-45E3-D292-08AC-CD542807E934,HR3610744272328133113,5/10/2021,4:24:11,47613,Fuel,POS,22,Credit,0
154D6D22-8AA4-AADB-CC75-B80BA878598F,BH02347114392471342578,5/10/2021,4:44:50,26408,Fuel,POS,55,Credit,0
EEEE1995-D3BE-0A6A-3EC2-CD996B947611,LB63853397477653586436405839,5/10/2021,2:39:18,11071,Fuel,POS,65,Credit,0
A148DBD8-AD60-53A2-E47A-56857964C6C3,DE34086736122414101180,5/10/2021,18:06:06,52686,Fuel,POS,20,Credit,0
334C5043-7576-053D-7B86-227294F5722C,CZ9565237155137353136796,5/10/2021,13:44:28,55575,Fuel,POS,48,Credit,0
2515E9A4-D836-C86E-6445-19C249A72912,DK4635411763021662,5/10/2021,10:57:07,42675,Fuel,POS,39,Debit,0
02D58CBA-20D8-489E-7383-CD6D12F3AEBE,FR7589950795226568026679883,5/10/2021,15:47:56,85143,Fuel,POS,5,Debit,0
D71D7CBF-DD37-7DE9-1466-3837AAAC5B39,AE348684588138618735962,5/10/2021,23:39:37,21161,Fuel,POS,11,Credit,0
B96535CD-B491-8137-68CE-658D416B11EA,SI04838954667426572,5/10/2021,18:04:08,78672,Fuel,POS,30,Credit,0
6E866498-B5BD-6E67-1E74-F4FE9D44C298,GT02831334120573248551312655,5/10/2021,21:03:49,82721,Fuel,POS,10,Credit,0
F76214C3-88CD-A9C3-C1C1-997388B28745,IT634GZVQI12604307861643159,5/10/2021,4:58:29,78707,Fuel,POS,9,Credit,0
2DE8360E-B71A-445A-DCA1-89CAF8DDBDB1,BH35159248570425118841,5/10/2021,0:13:08,57196,Fuel,POS,50,Credit,0
51BF43D1-2747-8659-EF7E-4EE9720B927A,MU1293461815988837788573271304,5/10/2021,16:59:14,89155,Fuel,POS,55,Debit,0
2EA7B201-86EC-5FDA-B159-BBA46E8B9924,ES7516387128853756379530,5/10/2021,11:00:59,85548,Fuel,POS,48,Debit,0
35669243-DE3A-FE52-E8A1-15BB14836D6C,FR1913838158412831347158626,5/10/2021,10:20:10,31225,Fuel,POS,58,Debit,0
426691EE-A65D-32D8-BE9A-58BA523D7AC4,VG5879852352185767283358,5/10/2021,1:17:49,67697,Fuel,POS,54,Debit,0
773741C1-C6A6-6D30-827E-411C5121EB5E,PL60420629194726462733464578,5/10/2021,6:10:28,72528,Fuel,POS,43,Debit,0
F3319F04-BA73-3272-826E-C9758C5B1772,HR2130442134514117474,5/10/2021,0:24:22,63464,Fuel,POS,42,Credit,0
438A2148-C721-E5F7-353E-85A472490A38,AT662245641205627700,5/10/2021,21:23:51,25711,Fuel,POS,14,Credit,0
16AB3D25-2139-B6E2-A560-840A4FE141E5,DK1550304653740737,5/10/2021,16:51:29,24675,Fuel,POS,57,Debit,0
3B5BB221-DD39-4A98-E889-BA9CCD7EE1C1,DO79568454215444289692750754,5/10/2021,16:10:33,82725,Fuel,POS,62,Debit,0
D5D97D7F-A0C4-1AE1-1CE9-056B5C3E4EB5,IE53WVLW35786234553616,5/10/2021,4:57:36,85571,Fuel,POS,29,Credit,0
2F9F2666-2ACA-DBF1-A3D1-7414BDEAD677,FO9615981443276747,5/10/2021,8:14:51,84531,Fuel,POS,60,Credit,0
8456EED2-AC66-7615-EBA5-4890D8853F3E,BE19177753390411,5/10/2021,11:15:41,16336,Fuel,POS,46,Credit,0
25BB5343-DAD7-875C-5AAF-56CD8D241B82,IT462CYXCI54206170263696082,5/10/2021,11:01:00,81788,Fuel,POS,28,Debit,0
4C3D5128-77BB-D224-3AC0-558280EF36CC,GE60177682387397156725,5/10/2021,14:05:47,57154,Fuel,POS,23,Credit,0
F7A66483-5802-E25B-BB8D-C8F94606750D,GL1819224183631779,5/10/2021,3:34:07,34605,Fuel,POS,32,Credit,0
847E041B-D089-883B-5E5A-0599AAC05B9C,MC9893823137552772692770689,5/10/2021,18:31:22,58041,Fuel,POS,24,Credit,0
AEA4E1BC-5770-9261-2A28-F61687DBE395,LT186418272291313993,5/10/2021,6:16:01,28217,Fuel,POS,28,Debit,0
776CC798-4453-46FC-4524-54D7FD1CA33B,BA436485446662454143,5/10/2021,4:37:49,95323,Fuel,POS,38,Credit,0
2BCDC7E0-3DB2-DCC8-E4F8-37566C7C412B,IE15VIID33463756866633,5/10/2021,10:26:38,96623,Fuel,POS,34,Credit,0
72D48B9B-54AB-5E63-2E71-81833D97DE73,PS544862847104442857882535381,5/10/2021,16:15:23,67774,Fuel,POS,22,Debit,0
6C35D23E-87E8-0C4C-46A7-207B63CACA8D,MD5015577765616457535637,5/10/2021,13:59:09,45382,Fuel,POS,20,Credit,0
E4E5AABC-EA23-B254-A882-CE22CB2AA7E4,NO2241510276644,5/10/2021,9:56:16,35155,Fuel,POS,34,Debit,0
36A83148-578C-6F24-014E-BC24DC2DB1D0,GB24PMPC36390737347352,5/10/2021,5:32:57,88023,Fuel,POS,62,Credit,0
CFD813B1-2FB8-D84A-D336-EC75B9811492,NO6321564543333,5/10/2021,18:49:14,83576,Fuel,POS,13,Debit,0
65BCA32C-53A2-289D-F715-AD18D168BFD4,FR1167216462453385768204679,5/10/2021,8:30:48,68276,Fuel,POS,48,Credit,0
C5D15682-86B2-D6ED-B8AA-9C7F6787EC16,PK6635578871173221408823,5/10/2021,10:36:30,38313,Fuel,POS,45,Debit,0
8EAAD91C-8A2B-1712-361A-150C1E6A88ED,MT85NYOQ52811985953774902197371,5/10/2021,2:45:44,31387,Fuel,POS,45,Debit,0
6E9E5E26-2497-3845-468A-9A0BBE9650CE,IL795561862553543824463,5/10/2021,11:33:45,30041,Fuel,POS,40,Credit,0
D2B39623-41D3-CE97-883B-26F38F59968B,FO6292627825777594,5/10/2021,3:31:05,99651,Fuel,POS,27,Debit,0
E7031780-5C18-D63F-2852-E2C831838F93,LT549905875328176567,5/10/2021,19:38:49,72373,Fuel,POS,24,Debit,0
D7717182-B592-ED0E-FE19-BDA825CDFFBB,GB60VAQN84285524820374,5/10/2021,19:55:09,20737,Fuel,POS,58,Credit,0
